ID,UTM_E,UTM_N
2622,434964.1493,8730115.187
2623,434963.5843,8730115.987
2624,434963.0193,8730116.787
2625,434962.4543,8730117.587
2626,434961.8893,8730118.387
2627,434961.3243,8730119.187
2628,434960.7593,8730119.987
2629,434960.1943,8730120.787
2630,434959.6293,8730121.587
2631,434959.0643,8730122.387
2632,434958.4993,8730123.187
2633,434957.9343,8730123.987
2634,434957.3693,8730124.787
2635,434956.8043,8730125.587
2636,434956.2393,8730126.387
2637,434955.6743,8730127.187
2638,434955.1093,8730127.987
2639,434954.5443,8730128.787
2640,434953.9793,8730129.587
2641,434953.4143,8730130.387
2642,434952.8493,8730131.187
2643,434952.2843,8730131.987
2644,434951.7193,8730132.787
2645,434951.1543,8730133.587
2646,434950.5893,8730134.387
2647,434950.0243,8730135.187
2648,434949.4593,8730135.987
2649,434948.8943,8730136.787
2650,434948.3293,8730137.587
2651,434947.7643,8730138.387
2652,434947.1993,8730139.187
2653,434946.6343,8730139.987
2654,434946.0693,8730140.787
2655,434945.5043,8730141.587
2656,434944.9393,8730142.387
2657,434944.3743,8730143.187
2658,434943.8093,8730143.987
2659,434943.2443,8730144.787
2660,434942.6793,8730145.587
2661,434942.1143,8730146.387
2662,434941.5493,8730147.187
2663,434940.9843,8730147.987
2664,434940.4193,8730148.787
2665,434939.8543,8730149.587
2666,434939.2893,8730150.387
2667,434938.7243,8730151.187
2668,434938.1593,8730151.987
2669,434937.5943,8730152.787
2670,434937.0293,8730153.587
2671,434936.4643,8730154.387
2672,434935.8993,8730155.187
2673,434935.3343,8730155.987
2674,434934.7693,8730156.787
2675,434934.2043,8730157.587
2676,434933.6393,8730158.387
2677,434933.0743,8730159.187
2678,434932.5093,8730159.987
2679,434931.9443,8730160.787
2680,434931.3793,8730161.587
2681,434930.8143,8730162.387
2682,434930.2493,8730163.187
2683,434929.6843,8730163.987
2684,434929.1193,8730164.787
2685,434928.5543,8730165.587
2686,434927.9893,8730166.387
2687,434927.4243,8730167.187
2688,434926.8593,8730167.987
2689,434926.2943,8730168.787
2690,434925.7293,8730169.587
2691,434925.1643,8730170.387
2692,434924.5993,8730171.187
2693,434924.0343,8730171.987
2694,434923.4693,8730172.787
2695,434922.9043,8730173.587
2696,434922.3393,8730174.387
2697,434921.7743,8730175.187
2698,434921.2093,8730175.987
2699,434920.6443,8730176.787
2700,434920.0793,8730177.587
2701,434919.5143,8730178.387
2702,434918.9493,8730179.187
2703,434918.3843,8730179.987
2704,434917.8193,8730180.787
2705,434917.2543,8730181.587
2706,434916.6893,8730182.387
2707,434916.1243,8730183.187
2708,434915.5593,8730183.987
2709,434574.7242,8730620.432
2710,434574.3092,8730621.082
2711,434573.8942,8730621.732
2712,434573.4792,8730622.382
2713,434573.0642,8730623.032
2714,434572.6492,8730623.682
2715,434572.2342,8730624.332
2716,434571.8192,8730624.982
2717,434571.4042,8730625.632
2718,434570.9892,8730626.282
2719,434570.5742,8730626.932
2720,434570.1592,8730627.582
2721,434569.7442,8730628.232
2722,434569.3292,8730628.882
2723,434568.9142,8730629.532
2724,434568.4992,8730630.182
2725,434568.0842,8730630.832
2726,434567.6692,8730631.482
2727,434567.2542,8730632.132
2728,434566.8392,8730632.782
2729,434566.4242,8730633.432
2730,434566.0092,8730634.082
2731,434565.5942,8730634.732
2732,434565.1792,8730635.382
2733,434564.7642,8730636.032
2734,434564.3492,8730636.682
2735,434563.9342,8730637.332
2736,434563.5192,8730637.982
2737,434563.1042,8730638.632
2738,434562.6892,8730639.282
2739,434562.2742,8730639.932
2740,434561.8592,8730640.582
2741,434561.4442,8730641.232
2742,434561.0292,8730641.882
2743,434560.6142,8730642.532
2744,434560.1992,8730643.182
2745,434559.7842,8730643.832
2746,434559.3692,8730644.482
2747,434558.9542,8730645.132
2748,434558.5392,8730645.782
2749,434558.1242,8730646.432
2750,434557.7092,8730647.082
2751,434557.2942,8730647.732
2752,434556.8792,8730648.382
2753,434556.4642,8730649.032
2754,434556.0492,8730649.682
2755,434555.6342,8730650.332
2756,434555.2192,8730650.982
2757,434554.8042,8730651.632
2758,434554.3892,8730652.282
2759,434553.9742,8730652.932
2760,434553.5592,8730653.582
2761,434553.1442,8730654.232
2762,434552.7292,8730654.882
2763,434552.3142,8730655.532
2764,434551.8992,8730656.182
2765,434551.4842,8730656.832
2766,434551.0692,8730657.482
2767,434550.6542,8730658.132
2768,434550.2392,8730658.782
2769,434549.8242,8730659.432
2770,434549.4092,8730660.082
2771,434548.9942,8730660.732
2772,434548.5792,8730661.382
2773,434548.1642,8730662.032
2774,434547.7492,8730662.682
2775,434547.3342,8730663.332
2776,434546.9192,8730663.982
2777,434546.5042,8730664.632
2778,434546.0892,8730665.282
2779,434545.6742,8730665.932
2780,434545.2592,8730666.582
2781,434544.8442,8730667.232
2782,434544.4292,8730667.882
2783,434544.0142,8730668.532
2784,434543.5992,8730669.182
2785,434543.1842,8730669.832
2786,434542.7692,8730670.482
2787,434542.3542,8730671.132
2788,434541.9392,8730671.782
2789,434541.5242,8730672.432
2790,434541.1092,8730673.082
2791,434540.6942,8730673.732
2792,434540.2792,8730674.382
2793,434539.8642,8730675.032
2794,434539.4492,8730675.682
2795,434539.0342,8730676.332
2796,434538.6192,8730676.982
2797,434538.2042,8730677.632
2798,434537.7892,8730678.282
2799,434537.3742,8730678.932
2800,434536.9592,8730679.582
2801,434536.5442,8730680.232
2802,434536.1292,8730680.882
2803,434535.7142,8730681.532
2804,434535.2992,8730682.182
2805,434534.8842,8730682.832
2806,434534.4692,8730683.482
2807,434534.0542,8730684.132
2808,434533.6392,8730684.782
2809,434533.2242,8730685.432
2810,434532.8092,8730686.082
2811,434532.3942,8730686.732
2812,434531.9792,8730687.382
2813,434531.5642,8730688.032
2814,434531.1492,8730688.682
2815,434530.7342,8730689.332
2816,434530.3192,8730689.982
2817,434529.9042,8730690.632
2818,434529.4892,8730691.282
2819,434529.0742,8730691.932
2820,434528.6592,8730692.582
2821,434528.2442,8730693.232
2822,434527.8292,8730693.882
2823,434527.4142,8730694.532
2824,434526.9992,8730695.182
2825,434526.5842,8730695.832
2826,434526.1692,8730696.482
2827,434525.7542,8730697.132
2828,434525.3392,8730697.782
2829,434524.9242,8730698.432
2830,434524.5092,8730699.082
2831,434524.0942,8730699.732
2832,434523.6792,8730700.382
2833,434523.2642,8730701.032
2834,434522.8492,8730701.682
2835,434522.4342,8730702.332
2836,434522.0192,8730702.982
2837,434521.6042,8730703.632
2838,434521.1892,8730704.282
2839,434520.7742,8730704.932
2840,434520.3592,8730705.582
2841,434519.9442,8730706.232
2842,434519.5292,8730706.882
2843,434519.1142,8730707.532
2844,434518.6992,8730708.182
2845,434518.2842,8730708.832
2846,434517.8692,8730709.482
2847,434517.4542,8730710.132
2848,434517.0392,8730710.782
2849,434516.6242,8730711.432
2850,434516.2092,8730712.082
2851,434515.7942,8730712.732
2852,434515.3792,8730713.382
2853,434514.9642,8730714.032
2854,434514.5492,8730714.682
2855,434514.1342,8730715.332
2856,434513.7192,8730715.982
2857,434513.3042,8730716.632
2858,434512.8892,8730717.282
2859,434512.4742,8730717.932
2860,434512.0592,8730718.582
2861,434511.6442,8730719.232
2862,434511.2292,8730719.882
2863,434510.8142,8730720.532
2864,434510.3992,8730721.182
2865,434509.9842,8730721.832
2866,434509.5692,8730722.482
2867,434509.1542,8730723.132
2868,434508.7392,8730723.782
2869,434508.3242,8730724.432
2870,434507.9092,8730725.082
2871,434507.4942,8730725.732
2872,434507.0792,8730726.382
2873,434506.6642,8730727.032
2874,434506.2492,8730727.682
2875,434505.8342,8730728.332
2876,434505.4192,8730728.982
2877,434505.0042,8730729.632
2878,434504.5892,8730730.282
2879,434504.1742,8730730.932
2880,434503.7592,8730731.582
2881,434503.3442,8730732.232
2882,434502.9292,8730732.882
2883,434502.5142,8730733.532
2884,434502.0992,8730734.182
2885,434501.6842,8730734.832
2886,434501.2692,8730735.482
2887,434500.8542,8730736.132
2888,434500.4392,8730736.782
2889,434500.0242,8730737.432
2890,434499.6092,8730738.082
2891,434499.1942,8730738.732
2892,434498.7792,8730739.382
2893,434498.3642,8730740.032
2894,434497.9492,8730740.682
2895,434497.5342,8730741.332
2896,434497.1192,8730741.982
2897,434496.7042,8730742.632
2898,434496.2892,8730743.282
2899,434495.8742,8730743.932
2900,434495.4592,8730744.582
2901,434495.0442,8730745.232
2902,434494.6292,8730745.882
2903,434494.2142,8730746.532
2904,434493.7992,8730747.182
2905,434493.3842,8730747.832
2906,434492.9692,8730748.482
2907,434492.5542,8730749.132
2908,434492.1392,8730749.782
2909,434074.4503,8731650.696
2910,434073.8426,8731651.465
2911,434073.235,8731652.234
2912,434072.6273,8731653.003
2913,434072.0196,8731653.773
2914,434071.4119,8731654.542
2915,434070.8042,8731655.311
2916,434070.1965,8731656.08
2917,434069.5888,8731656.85
2918,434068.9811,8731657.619
2919,434068.3734,8731658.388
2920,434067.7657,8731659.157
2921,434067.158,8731659.927
2922,434066.5503,8731660.696
2923,434065.9426,8731661.465
2924,434065.335,8731662.234
2925,434064.7273,8731663.003
2926,434064.1196,8731663.773
2927,434063.5119,8731664.542
2928,434062.9042,8731665.311
2929,434062.2965,8731666.08
2930,434061.6888,8731666.85
2931,434061.0811,8731667.619
2932,434060.4734,8731668.388
2933,434059.8657,8731669.157
2934,434059.258,8731669.927
2935,434058.6503,8731670.696
2936,434058.0426,8731671.465
2937,434057.435,8731672.234
2938,434056.8273,8731673.003
2939,434056.2196,8731673.773
2940,434055.6119,8731674.542
2941,434055.0042,8731675.311
2942,434054.3965,8731676.08
2943,434053.7888,8731676.85
2944,434053.1811,8731677.619
2945,434052.5734,8731678.388
2946,434051.9657,8731679.157
2947,434051.358,8731679.927
2948,434050.7503,8731680.696
2949,434050.1426,8731681.465
2950,434049.535,8731682.234
2951,434048.9273,8731683.003
2952,434048.3196,8731683.773
2953,434047.7119,8731684.542
2954,434047.1042,8731685.311
2955,434046.4965,8731686.08
2956,434045.8888,8731686.85
2957,434045.2811,8731687.619
2958,434044.6734,8731688.388
2959,434044.0657,8731689.157
2960,434043.458,8731689.927
2961,434042.8503,8731690.696
2962,434042.2426,8731691.465
2963,434041.635,8731692.234
2964,434041.0273,8731693.003
2965,434040.4196,8731693.773
2966,434039.8119,8731694.542
2967,434039.2042,8731695.311
2968,434038.5965,8731696.08
2969,434037.9888,8731696.85
2970,434037.3811,8731697.619
2971,434036.7734,8731698.388
2972,434036.1657,8731699.157
2973,434035.558,8731699.927
2974,434034.9503,8731700.696
2975,434034.3426,8731701.465
2976,434033.735,8731702.234
2977,434033.1273,8731703.003
2978,434032.5196,8731703.773
2979,434031.9119,8731704.542
2980,434031.3042,8731705.311
2981,434030.6965,8731706.08
2982,434030.0888,8731706.85
2983,434029.4811,8731707.619
2984,434028.8734,8731708.388
2985,434028.2657,8731709.157
2986,434027.658,8731709.927
2987,434027.0503,8731710.696
2988,434026.4426,8731711.465
2989,434025.835,8731712.234
2990,434025.2273,8731713.003
2991,434024.6196,8731713.773
2992,434024.0119,8731714.542
2993,434023.4042,8731715.311
2994,434022.7965,8731716.08
2995,434022.1888,8731716.85
2996,434021.5811,8731717.619
2997,434020.9734,8731718.388
2998,434020.3657,8731719.157
2999,434019.758,8731719.927
3000,434019.1503,8731720.696
3001,434018.5426,8731721.465
3002,434017.935,8731722.234
3003,434017.3273,8731723.003
3004,434016.7196,8731723.773
3005,434016.1119,8731724.542
3006,434015.5042,8731725.311
3007,434014.8965,8731726.08
3008,434014.2888,8731726.85
3009,434013.6811,8731727.619
3010,434013.0734,8731728.388
3011,434012.4657,8731729.157
3012,434011.858,8731729.927
3013,434011.2503,8731730.696
3014,434010.6426,8731731.465
3015,434010.035,8731732.234
3016,434009.4273,8731733.003
3017,434008.8196,8731733.773
3018,434008.2119,8731734.542
3019,434007.6042,8731735.311
3020,434006.9965,8731736.08
3021,434006.3888,8731736.85
3022,434005.7811,8731737.619
3023,434005.1734,8731738.388
3024,434004.5657,8731739.157
3025,434003.958,8731739.927
3026,434003.3503,8731740.696
3027,434002.7426,8731741.465
3028,434002.135,8731742.234
3029,434001.5273,8731743.003
3030,434000.9196,8731743.773
3031,434000.3119,8731744.542
3032,433999.7042,8731745.311
3033,433999.0965,8731746.08
3034,433998.4888,8731746.85
3035,433997.8811,8731747.619
3036,433997.2734,8731748.388
3037,433996.6657,8731749.157
3038,433996.058,8731749.927
3039,433995.4503,8731750.696
3040,433994.8426,8731751.465
3041,433994.235,8731752.234
3042,433993.6273,8731753.003
3043,433993.0196,8731753.773
3044,433992.4119,8731754.542
3045,433991.8042,8731755.311
3046,433991.1965,8731756.08
3047,433990.5888,8731756.85
3048,433989.9811,8731757.619
3049,433989.3734,8731758.388
3050,433988.7657,8731759.157
3051,433988.158,8731759.927
3052,433987.5503,8731760.696
3053,433986.9426,8731761.465
3054,433986.335,8731762.234
3055,433985.7273,8731763.003
3056,433985.1196,8731763.773
3057,433984.5119,8731764.542
3058,433983.9042,8731765.311
3059,433983.2965,8731766.08
3060,433982.6888,8731766.85
3061,433982.0811,8731767.619
3062,433981.4734,8731768.388
3063,433980.8657,8731769.157
3064,433980.258,8731769.927
3065,433979.6503,8731770.696
3066,433979.0426,8731771.465
3067,433978.435,8731772.234
3068,433977.8273,8731773.003
3069,433977.2196,8731773.773
3070,433976.6119,8731774.542
3071,433976.0042,8731775.311
3072,433975.3965,8731776.08
3073,433974.7888,8731776.85
3074,433974.1811,8731777.619
3075,433973.5734,8731778.388
3076,433972.9657,8731779.157
3077,433972.358,8731779.927
3078,433971.7503,8731780.696
3079,433971.1426,8731781.465
3080,433970.535,8731782.234
3081,433969.9273,8731783.003
3082,433969.3196,8731783.773
3083,433968.7119,8731784.542
3084,433968.1042,8731785.311
3085,433967.4965,8731786.08
3086,433966.8888,8731786.85
3087,433966.2811,8731787.619
3088,433965.6734,8731788.388
3089,433965.0657,8731789.157
3090,433964.458,8731789.927
3091,433963.8503,8731790.696
3092,433963.2426,8731791.465
3093,433962.635,8731792.234
3094,433962.0273,8731793.003
3095,433961.4196,8731793.773
3096,433960.8119,8731794.542
3097,433960.2042,8731795.311
3098,433959.5965,8731796.08
3099,433958.9888,8731796.85
3100,433958.3811,8731797.619
3101,433957.7734,8731798.388
3102,433957.1657,8731799.157
3103,433956.558,8731799.927
3104,433955.9503,8731800.696
3105,433955.3426,8731801.465
3106,433954.735,8731802.234
3107,433954.1273,8731803.003
3108,433953.5196,8731803.773
3109,433952.9119,8731804.542
3110,433952.3042,8731805.311
3111,433951.6965,8731806.08
3112,433951.0888,8731806.85
3113,433950.4811,8731807.619
3114,433949.8734,8731808.388
3115,433949.2657,8731809.157
3116,433948.658,8731809.927
3117,433948.0503,8731810.696
3118,433947.4426,8731811.465
3119,433946.835,8731812.234
3120,433946.2273,8731813.003
3121,433945.6196,8731813.773
3122,433945.0119,8731814.542
3123,433944.4042,8731815.311
3124,433943.7965,8731816.08
3125,433943.1888,8731816.85
3126,433942.5811,8731817.619
3127,433941.9734,8731818.388
3128,433941.3657,8731819.157
3129,433940.758,8731819.927
3130,433940.1503,8731820.696
3131,433939.5426,8731821.465
3132,433938.935,8731822.234
3133,433938.3273,8731823.003
3134,433937.7196,8731823.773
3135,433937.1119,8731824.542
3136,433936.5042,8731825.311
3137,433935.8965,8731826.08
3138,433935.2888,8731826.85
3139,433934.6811,8731827.619
3140,433934.0734,8731828.388
3141,433933.4657,8731829.157
3142,433932.858,8731829.927
3143,433932.2503,8731830.696
3144,433931.6426,8731831.465
3145,433931.035,8731832.234
3146,433930.4273,8731833.003
3147,433929.8196,8731833.773
3148,433929.2119,8731834.542
3149,433928.6042,8731835.311
3150,433927.9965,8731836.08
3151,433927.3888,8731836.85
3152,433926.7811,8731837.619
3153,433926.1734,8731838.388
3154,433925.5657,8731839.157
3155,433924.958,8731839.927
3156,433924.3503,8731840.696
3157,433923.7426,8731841.465
3158,433923.135,8731842.234
3159,433922.5273,8731843.003
3160,433921.9196,8731843.773
3161,433921.3119,8731844.542
3162,433920.7042,8731845.311
3163,433920.0965,8731846.08
3164,433919.4888,8731846.85
3165,433918.8811,8731847.619
3166,433918.2734,8731848.388
3167,433917.6657,8731849.157
3168,433917.058,8731849.927
3169,434656.0661,8762579.925
3170,434656.9011,8762578.975
3171,434657.7361,8762578.025
3172,434658.5711,8762577.075
3173,434659.4061,8762576.125
3174,434660.2411,8762575.175
3175,434661.0761,8762574.225
3176,434661.9111,8762573.275
3177,434662.7461,8762572.325
3178,434663.5811,8762571.375
3179,434664.4161,8762570.425
3180,434665.2511,8762569.475
3181,434666.0861,8762568.525
3182,434666.9211,8762567.575
3183,434667.7561,8762566.625
3184,434668.5911,8762565.675
3185,434669.4261,8762564.725
3186,434670.2611,8762563.775
3187,434671.0961,8762562.825
3188,434671.9311,8762561.875
3189,434672.7661,8762560.925
3190,434673.6011,8762559.975
3191,434674.4361,8762559.025
3192,434675.2711,8762558.075
3193,434676.1061,8762557.125
3194,434676.9411,8762556.175
3195,434677.7761,8762555.225
3196,434678.6111,8762554.275
3197,434679.4461,8762553.325
3198,434680.2811,8762552.375
3199,434681.1161,8762551.425
3200,434681.9511,8762550.475
3201,434682.7861,8762549.525
3202,434683.6211,8762548.575
3203,434684.4561,8762547.625
3204,434685.2911,8762546.675
3205,434686.1261,8762545.725
3206,434686.9611,8762544.775
3207,434687.7961,8762543.825
3208,434688.6311,8762542.875
3209,434689.4661,8762541.925
3210,434690.3011,8762540.975
3211,434691.1361,8762540.025
3212,434691.9711,8762539.075
3213,434692.8061,8762538.125
3214,434693.6411,8762537.175
3215,434694.4761,8762536.225
3216,434695.3111,8762535.275
3217,434696.1461,8762534.325
3218,434696.9811,8762533.375
3219,434697.8161,8762532.425
3220,434698.6511,8762531.475
3221,434699.4861,8762530.525
3222,434700.3211,8762529.575
3223,434701.1561,8762528.625
3224,434701.9911,8762527.675
3225,434702.8261,8762526.725
3226,434703.6611,8762525.775
3227,434704.4961,8762524.825
3228,434705.3311,8762523.875
3229,434706.1661,8762522.925
3230,434707.0011,8762521.975
3231,434707.8361,8762521.025
3232,434708.6711,8762520.075
3233,434709.5061,8762519.125
3234,434710.3411,8762518.175
3235,434711.1761,8762517.225
3236,434712.0111,8762516.275
3237,434712.8461,8762515.325
3238,434713.6811,8762514.375
3239,434714.5161,8762513.425
3240,434715.3511,8762512.475
3241,434716.1861,8762511.525
3242,434733.7211,8762491.575
3243,434734.5561,8762490.625
3244,434735.3911,8762489.675
3245,434736.2261,8762488.725
3246,434737.0611,8762487.775
